name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,enrollment
SUNY University at Binghamton,New York,NY,Public,4 Year,15058.0,9808,24866,24488,39546,,,,,,,
SUNY University at Buffalo,New York,NY,Public,4 Year,14213.0,10099,24312,27769,41982,,,,,,,
SUNY University at Stony Brook,New York,NY,Public,4 Year,13698.0,9625,23323,27295,40993,,,,,,,
SUNY Upstate Medical University,New York,NY,Public,4 Year,,7706,7706,17486,17486,,,,,,,
Surry Community College,North Carolina,NC,Public,2 Year,,2383,2383,8143,8143,,,,,,,5761.0
Susquehanna University,Pennsylvania,PA,Private,4 Year,12630.0,47290,59920,47290,59920,,,,,,,3561.0
Sussex County Community College,New Jersey,NJ,Public,2 Year,4155.0,6750,10905,10950,15105,,,,,,,5120.0
Swarthmore College,Pennsylvania,PA,Private,4 Year,15474.0,52588,68062,52588,68062,4.0,Pennsylvania,67500.0,123200.0,44.0,45.0,2998.0
Sweet Briar College,Virginia,VA,Private,4 Year,13000.0,21000,34000,21000,34000,,,,,,,1555.0
Syracuse University,New York,NY,Private,4 Year,15550.0,51853,67403,51853,67403,,,,,,,38593.0
Tabor College,Kansas,KS,Private,4 Year,9850.0,28245,38095,28245,38095,20.0,Kansas,43300.0,77500.0,62.0,7.0,1327.0
Tacoma Community College,Washington,WA,Public,2 Year,,4320,4320,9751,9751,,,,,,,14108.0
Taft College,California,CA,Public,2 Year,4942.0,1380,6322,9120,14062,,,,,,,10697.0
Talladega College,Alabama,AL,Private,4 Year,6704.0,12510,19214,12510,19214,,,,,,,2041.0
Tallahassee Community College,Florida,FL,Public,2 Year,,3030,3030,11460,11460,,,,,,,26272.0
Talmudic University,Florida,FL,Private,4 Year,8000.0,13250,21250,13250,21250,,,,,,,
Talmudical Academy of New Jersey,New Jersey,NJ,Private,4 Year,3000.0,13300,16300,13300,16300,,,,,,,69.0
Talmudical Institute of Upstate New York,New York,NY,Private,4 Year,4400.0,6150,10550,6150,10550,,,,,,,
Talmudical Seminary Oholei Torah,New York,NY,Private,4 Year,7700.0,9800,17500,9800,17500,,,,,,,330.0
Talmudical Yeshiva of Philadelphia,Pennsylvania,PA,Private,4 Year,7425.0,9075,16500,9075,16500,,,,,,,120.0
Tarleton State University,Texas,TX,Public,4 Year,11800.0,9077,20877,21412,33212,,,,,,,22086.0
Tarrant County College,Texas,TX,Public,2 Year,,1770,1770,7650,7650,,,,,,,
Taylor University,Indiana,IN,Private,4 Year,9614.0,34114,43728,34114,43728,10.0,Indiana,48700.0,90600.0,59.0,16.0,3566.0
Technical Career Institutes,New York,NY,For Profit,2 Year,,13800,13800,13800,13800,,,,,,,6051.0
Technical College of the Lowcountry,South Carolina,SC,Public,2 Year,,5880,5880,12570,12570,,,,,,,5458.0
Telshe Yeshiva-Chicago,Illinois,IL,Private,4 Year,,15000,15000,15000,15000,,,,,,,
Temple College,Texas,TX,Public,2 Year,,3360,3360,7890,7890,,,,,,,11008.0
Temple University,Pennsylvania,PA,Public,4 Year,11916.0,16970,28886,29066,40982,,,,,,,68185.0
Tennessee State University,Tennessee,TN,Public,4 Year,7806.0,8008,15814,21364,29170,19.0,Tennessee,47200.0,78400.0,68.0,14.0,20779.0
Tennessee Technological University,Tennessee,TN,Public,4 Year,9736.0,9103,18839,25759,35495,6.0,Tennessee,53100.0,95100.0,48.0,28.0,17477.0
Tennessee Wesleyan University,Tennessee,TN,Private,4 Year,7880.0,24800,32680,24800,32680,,,,,,,
Terra State Community College,Ohio,OH,Public,2 Year,,4824,4824,8952,8952,,,,,,,4447.0
Texarkana College,Texas,TX,Public,2 Year,,2720,2720,5870,5870,,,,,,,8149.0
Texas A&M International University,Texas,TX,Public,4 Year,8320.0,8640,16960,22260,30580,,,,,,,19143.0
Texas A&M University,Texas,TX,Public,4 Year,10436.0,10968,21404,36442,46878,,,,,,,
Texas A&M University-Commerce,Texas,TX,Public,4 Year,8750.0,8748,17498,21198,29948,,,,,,,
Texas A&M University-Corpus Christi,Texas,TX,Public,4 Year,10220.0,9909,20129,22131,32351,,,,,,,
Texas A&M University-Kingsville,Texas,TX,Public,4 Year,8760.0,8462,17222,20912,29672,20.0,Texas,53100.0,97500.0,63.0,53.0,
Texas A&M University-Texarkana,Texas,TX,Public,4 Year,8732.0,7024,15756,22060,30792,,,,,,,
Texas Christian University,Texas,TX,Private,4 Year,12804.0,46950,59754,46950,59754,19.0,Texas,56000.0,98700.0,51.0,9.0,17954.0
Texas College,Texas,TX,Private,4 Year,8000.0,10008,18008,10008,18008,,,,,,,1888.0
Texas County Technical College,Missouri,MO,Private,2 Year,,15687,15687,15687,15687,,,,,,,
Texas Lutheran University,Texas,TX,Private,4 Year,9720.0,30050,39770,30050,39770,,,,,,,2559.0
Texas Southern University,Texas,TX,Public,4 Year,10282.0,9173,19455,21623,31905,,,,,,,22998.0
Texas State Technical College,Texas,TX,Public,2 Year,5494.0,5250,10744,10020,15514,,,,,,,
Texas State University,Texas,TX,Public,4 Year,9374.0,10935,20309,23385,32759,,,,,,,74274.0
Texas Tech University,Texas,TX,Public,4 Year,9530.0,11045,20575,23495,33025,7.0,Texas,56800.0,106500.0,54.0,22.0,62451.0
Texas Tech University Health Sciences Center,Texas,TX,Public,4 Year,,7911,7911,20361,20361,8.0,Texas,61300.0,104900.0,86.0,3.0,10224.0
Texas Wesleyan University,Texas,TX,Private,4 Year,10559.0,30300,40859,30300,40859,,,,,,,4588.0
Texas Woman's University,Texas,TX,Public,4 Year,8181.0,9368,17549,21818,29999,,,,,,,36224.0
Thaddeus Stevens College of Technology,Pennsylvania,PA,Public,2 Year,8330.0,8030,16360,8030,16360,,,,,,,1238.0
The Citadel,South Carolina,SC,Public,4 Year,6904.0,14289,21193,36761,43665,,,,,,,5034.0
The College of New Jersey,New Jersey,NJ,Public,4 Year,13617.0,16551,30168,28266,41883,6.0,New-Jersey,58200.0,101800.0,44.0,16.0,
The King's College,New York,NY,Private,4 Year,14000.0,36450,50450,36450,50450,,,,,,,
The King's University,Texas,TX,Private,4 Year,,15000,15000,15000,15000,2.0,Texas,63800.0,116500.0,33.0,0.0,
The Master's University and Seminary,California,CA,Private,4 Year,11200.0,25390,36590,25390,36590,,,,,,,
The New School College of Performing Arts,New York,NY,Private,4 Year,18000.0,48191,66191,48191,66191,,,,,,,
The Sage Colleges,New York,NY,Private,4 Year,12618.0,30857,43475,30857,43475,,,,,,,
The Workforce Institute's City College,Pennsylvania,PA,Private,2 Year,,12147,12147,12147,12147,,,,,,,
Thiel College,Pennsylvania,PA,Private,4 Year,12600.0,31700,44300,31700,44300,,,,,,,1769.0
Thomas Aquinas College,California,CA,Private,4 Year,8400.0,25000,33400,25000,33400,,,,,,,650.0
Thomas College,Maine,ME,Private,4 Year,11250.0,26900,38150,26900,38150,8.0,Maine,46100.0,81500.0,49.0,3.0,
Thomas Edison State University,New Jersey,NJ,Public,4 Year,,7519,7519,9967,9967,13.0,New-Jersey,52500.0,95600.0,54.0,0.0,38347.0
Thomas Jefferson University: East Falls,Pennsylvania,PA,Private,4 Year,13465.0,40501,53966,40501,53966,,,,,,,
Thomas More College,Kentucky,KY,Private,4 Year,7950.0,31120,39070,31120,39070,2.0,Kentucky,50000.0,90900.0,56.0,8.0,2673.0
Thomas More College of Liberal Arts,New Hampshire,NH,Private,4 Year,9700.0,21600,31300,21600,31300,5.0,New-Hampshire,48900.0,88300.0,,0.0,151.0
Thomas Nelson Community College,Virginia,VA,Public,2 Year,,4806,4806,10734,10734,,,,,,,21978.0
Thomas University,Georgia,GA,Private,4 Year,4800.0,16940,21740,16940,21740,,,,,,,2194.0
Three Rivers Community College,Missouri,MO,Public,2 Year,3440.0,4110,7550,6990,10430,,,,,,,
Three Rivers Community College,Connecticut,CT,Public,2 Year,,4404,4404,12228,12228,,,,,,,
Tidewater Community College,Virginia,VA,Public,2 Year,,5561,5561,11489,11489,,,,,,,58138.0
Tiffin University,Ohio,OH,Private,4 Year,10600.0,25000,35600,25000,35600,,,,,,,7236.0
Tillamook Bay Community College,Oregon,OR,Public,2 Year,4082.0,4860,8942,5760,9842,,,,,,,828.0
Toccoa Falls College,Georgia,GA,Private,4 Year,8330.0,22744,31074,22744,31074,,,,,,,1594.0
Tohono O'odham Community College,Arizona,AZ,Public,2 Year,7622.0,987,8609,987,8609,,,,,,,572.0
Tompkins Cortland Community College,New York,NY,Public,2 Year,11220.0,6046,17266,11296,22516,,,,,,,9726.0
Torah Temimah Talmudical Seminary,New York,NY,Private,4 Year,3500.0,11050,14550,11050,14550,,,,,,,102.0
Tougaloo College,Mississippi,MS,Private,4 Year,6643.0,10790,17433,10790,17433,12.0,Mississippi,36900.0,66400.0,69.0,18.0,2380.0
Touro College,New York,NY,Private,4 Year,10396.0,16953,27349,16953,27349,,,,,,,
Touro University Worldwide,California,CA,Private,4 Year,,14400,14400,14400,14400,,,,,,,1045.0
Towson University,Maryland,MD,Public,4 Year,13034.0,9940,22974,23208,36242,16.0,Maryland,51200.0,91200.0,47.0,15.0,42671.0
Transylvania University,Kentucky,KY,Private,4 Year,10460.0,38750,49210,38750,49210,7.0,Kentucky,47900.0,85600.0,51.0,25.0,1735.0
Treasure Valley Community College,Oregon,OR,Public,2 Year,7283.0,5445,12728,5895,13178,,,,,,,4493.0
Trevecca Nazarene University,Tennessee,TN,Private,4 Year,8400.0,25598,33998,25598,33998,14.0,Tennessee,45300.0,81700.0,65.0,5.0,4730.0
Tri-County Community College,North Carolina,NC,Public,2 Year,,2339,2339,8099,8099,,,,,,,2162.0
Tri-County Technical College,South Carolina,SC,Public,2 Year,,5408,5408,12188,12188,,,,,,,10866.0
Tri-State Bible College,Ohio,OH,Private,4 Year,,10500,10500,10500,10500,,,,,,,128.0
Trident Technical College,South Carolina,SC,Public,2 Year,,5584,5584,10444,10444,,,,,,,32531.0
Trident University International,California,CA,For Profit,4 Year,,11550,11550,11550,11550,,,,,,,9927.0
Trine University,Indiana,IN,Private,4 Year,10810.0,32175,42985,32175,42985,6.0,Indiana,55100.0,100300.0,56.0,26.0,4396.0
Trinidad State Junior College,Colorado,CO,Public,2 Year,6898.0,4972,11870,7951,14849,,,,,,,3661.0
Trinity Baptist College,Florida,FL,Private,4 Year,7040.0,12140,19180,12140,19180,,,,,,,668.0
Trinity Bible College,North Dakota,ND,Private,4 Year,6132.0,16320,22452,16320,22452,,,,,,,360.0
Trinity Christian College,Illinois,IL,Private,4 Year,9790.0,30650,40440,30650,40440,,,,,,,2693.0
Trinity College,Connecticut,CT,Private,4 Year,14750.0,56910,71660,56910,71660,5.0,Connecticut,60100.0,110900.0,49.0,22.0,
Trinity College of Florida,Florida,FL,Private,4 Year,6650.0,16340,22990,16340,22990,,,,,,,417.0
Trinity College of Nursing & Health Sciences,Illinois,IL,Private,4 Year,,24215,24215,24215,24215,,,,,,,497.0
Trinity International University,Illinois,IL,Private,4 Year,9900.0,32390,42290,32390,42290,,,,,,,3499.0
Trinity University,Texas,TX,Private,4 Year,13464.0,42976,56440,42976,56440,11.0,Texas,54900.0,102900.0,46.0,27.0,4535.0
Trinity Valley Community College,Texas,TX,Public,2 Year,6590.0,2640,9230,5970,12560,,,,,,,9940.0
Trinity Washington University,,DC,Private,4 Year,11160.0,24150,35310,24150,35310,,,,,,,
Triton College,Illinois,IL,Public,2 Year,,4650,4650,12539,12539,,,,,,,24731.0
Trocaire College,New York,NY,Private,2 Year,,17650,17650,17650,17650,,,,,,,3039.0
Troy University,Alabama,AL,Public,4 Year,8185.0,12460,20645,22875,31060,11.0,Alabama,44500.0,81500.0,60.0,8.0,39283.0
Truckee Meadows Community College,Nevada,NV,Public,2 Year,,3338,3338,10250,10250,,,,,,,21393.0
Truett McConnell University,Georgia,GA,Private,4 Year,7550.0,20230,27780,20230,27780,,,,,,,
Truman State University,Missouri,MO,Public,4 Year,8780.0,7729,16509,14581,23361,12.0,Missouri,47900.0,85800.0,48.0,16.0,10678.0
Tufts University,Massachusetts,MA,Private,4 Year,14560.0,56382,70942,56382,70942,7.0,Massachusetts,65200.0,118100.0,49.0,25.0,19588.0
Tulane University,Louisiana,LA,Private,4 Year,15190.0,54820,70010,54820,70010,,,,,,,22365.0
Tulsa Community College,Oklahoma,OK,Public,2 Year,,4187,4187,10727,10727,,,,,,,34891.0
Tunxis Community College,Connecticut,CT,Public,2 Year,,4404,4404,13172,13172,,,,,,,7845.0
Turabo University,,PR,Private,4 Year,,7050,7050,7050,7050,,,,,,,
Tusculum College,Tennessee,TN,Private,4 Year,9190.0,24860,34050,24860,34050,,,,,,,3272.0
Tuskegee University,Alabama,AL,Private,4 Year,9650.0,22170,31820,22170,31820,4.0,Alabama,54500.0,93500.0,61.0,30.0,7363.0
Tyler Junior College,Texas,TX,Public,2 Year,7940.0,2962,10902,5482,13422,,,,,,,22538.0
U.T.A. Mesivta-Kiryas Joel,New York,NY,Private,4 Year,4600.0,11000,15600,11000,15600,,,,,,,
Ulster County Community College,New York,NY,Public,2 Year,,5340,5340,9820,9820,,,,,,,
Umpqua Community College,Oregon,OR,Public,2 Year,,5851,5851,11070,11070,,,,,,,
Union College,Nebraska,NE,Private,4 Year,7070.0,23780,30850,23780,30850,,,,,,,
Union College,Kentucky,KY,Private,4 Year,7600.0,27140,34740,27140,34740,,,,,,,
Union College,New York,NY,Private,4 Year,13563.0,55290,68853,55290,68853,,,,,,,
Union County College,New Jersey,NJ,Public,2 Year,,5140,5140,10280,10280,,,,,,,
Union Institute & University,Ohio,OH,Private,4 Year,,16526,16526,16526,16526,,,,,,,
Union University,Tennessee,TN,Private,4 Year,10200.0,32890,43090,32890,43090,12.0,Tennessee,46400.0,83000.0,59.0,6.0,
United States Sports Academy,Alabama,AL,Private,4 Year,,12210,12210,12210,12210,,,,,,,
United Talmudical Seminary,New York,NY,Private,4 Year,1500.0,13800,15300,13800,15300,,,,,,,
United Tribes Technical College,North Dakota,ND,Private,2 Year,5084.0,4482,9566,4482,9566,,,,,,,
Unity College,Maine,ME,Private,4 Year,10710.0,29160,39870,29160,39870,15.0,Maine,38200.0,69500.0,,23.0,
Universal Technology College of Puerto Rico,,PR,Private,2 Year,,18000,18000,18000,18000,,,,,,,
Universidad Adventista de las Antillas,,PR,Private,4 Year,6400.0,6570,12970,6570,12970,,,,,,,
Universidad del Este,,PR,Private,4 Year,,6330,6330,6330,6330,,,,,,,
Universidad Metropolitana,,PR,Private,4 Year,,7050,7050,7050,7050,,,,,,,
Universidad Pentecostal Mizpa,,PR,Private,4 Year,3760.0,4120,7880,4120,7880,,,,,,,
Universidad Politecnica de Puerto Rico,,PR,Private,4 Year,4950.0,8610,13560,8610,13560,,,,,,,
University College of San Juan,,PR,Public,4 Year,,2370,2370,2370,2370,,,,,,,
University of Akron,Ohio,OH,Public,4 Year,12200.0,11463,23663,17750,29950,,,,,,,40356.0
University of Akron: Wayne College,Ohio,OH,Public,2 Year,,5100,5100,8100,8100,,,,,,,
University of Alabama,Alabama,AL,Public,4 Year,10102.0,10780,20882,29230,39332,,,,,,,
University of Alabama at Birmingham,Alabama,AL,Public,4 Year,6400.0,10710,17110,24630,31030,8.0,Alabama,48600.0,87200.0,57.0,17.0,35979.0
University of Alabama in Huntsville,Alabama,AL,Public,4 Year,10094.0,10714,20808,22362,32456,2.0,Alabama,57500.0,103900.0,59.0,45.0,
University of Alaska Anchorage,Alaska,AK,Public,4 Year,12200.0,7688,19888,23858,36058,2.0,Alaska,56000.0,101000.0,57.0,10.0,
University of Alaska Fairbanks,Alaska,AK,Public,4 Year,8930.0,8087,17017,24257,33187,1.0,Alaska,59100.0,101800.0,54.0,20.0,
University of Alaska Southeast,Alaska,AK,Public,4 Year,9200.0,7092,16292,19404,28604,,,,,,,
University of Antelope Valley,California,CA,Private,4 Year,6640.0,17738,24378,17738,24378,,,,,,,1788.0
University of Arizona,Arizona,AZ,Public,4 Year,12550.0,12487,25037,36386,48936,2.0,Arizona,56100.0,101000.0,51.0,23.0,79546.0
University of Arkansas,Arkansas,AR,Public,4 Year,11020.0,9130,20150,25168,36188,1.0,Arkansas,52500.0,98000.0,49.0,18.0,
University of Arkansas at Fort Smith,Arkansas,AR,Public,4 Year,8416.0,7128,15544,15969,24385,,,,,,,12487.0
University of Arkansas at Little Rock,Arkansas,AR,Public,4 Year,8930.0,8966,17896,21206,30136,7.0,Arkansas,45600.0,80800.0,55.0,13.0,23042.0
University of Arkansas at Monticello,Arkansas,AR,Public,4 Year,6824.0,7696,14520,13546,20370,12.0,Arkansas,43500.0,78300.0,61.0,2.0,7454.0
University of Arkansas at Pine Bluff,Arkansas,AR,Public,4 Year,7881.0,7842,15723,14094,21975,17.0,Arkansas,40500.0,70500.0,67.0,22.0,6227.0
University of Arkansas Community College Rich Mountain,Arkansas,AR,Public,2 Year,,3600,3600,4920,4920,,,,,,,
University of Arkansas for Medical Sciences,Arkansas,AR,Public,4 Year,,8197,8197,15973,15973,3.0,Arkansas,51700.0,89100.0,84.0,3.0,5338.0
University of Arkansas Pulaski-Technical College,Arkansas,AR,Public,2 Year,,5362,5362,6557,6557,,,,,,,
University of Arkansas: Community College at Batesville,Arkansas,AR,Public,2 Year,,3150,3150,4140,4140,,,,,,,
University of Arkansas: Community College at Hope,Arkansas,AR,Public,2 Year,,2830,2830,4090,4090,,,,,,,
University of Arkansas: Community College at Morrilton,Arkansas,AR,Public,2 Year,,3920,3920,5090,5090,,,,,,,
University of Baltimore,Maryland,MD,Public,4 Year,,8958,8958,21076,21076,20.0,Maryland,51000.0,89600.0,56.0,2.0,13546.0
University of Bridgeport,Connecticut,CT,Private,4 Year,13860.0,32850,46710,32850,46710,13.0,Connecticut,49900.0,93600.0,59.0,31.0,10561.0
University of California: Berkeley,California,CA,Public,4 Year,16160.0,14184,30344,43176,59336,,,,,,,
University of California: Davis,California,CA,Public,4 Year,16211.0,14463,30674,43458,59669,,,,,,,
University of California: Irvine,California,CA,Public,4 Year,15263.0,15614,30877,44606,59869,,,,,,,
University of California: Los Angeles,California,CA,Public,4 Year,15816.0,13774,29590,42766,58582,,,,,,,
University of California: Merced,California,CA,Public,4 Year,16454.0,13627,30081,41641,58095,,,,,,,
University of California: Riverside,California,CA,Public,4 Year,17475.0,15633,33108,44625,62100,,,,,,,
University of California: San Diego,California,CA,Public,4 Year,12362.0,14199,26561,43191,55553,,,,,,,
University of California: Santa Barbara,California,CA,Public,4 Year,15273.0,14424,29697,43416,58689,,,,,,,
University of California: Santa Cruz,California,CA,Public,4 Year,16407.0,14009,30416,42023,58430,,,,,,,
University of Central Arkansas,Arkansas,AR,Public,4 Year,6854.0,8751,15605,15274,22128,10.0,Arkansas,44900.0,79800.0,52.0,8.0,21910.0
University of Central Florida,Florida,FL,Public,4 Year,9617.0,6368,15985,22467,32084,16.0,Florida,49700.0,88600.0,50.0,16.0,119190.0
University of Central Missouri,Missouri,MO,Public,4 Year,8766.0,7673,16439,14442,23208,16.0,Missouri,46900.0,83300.0,54.0,45.0,22162.0
University of Central Oklahoma,Oklahoma,OK,Public,4 Year,7970.0,7488,15458,18376,26346,10.0,Oklahoma,45300.0,82900.0,56.0,8.0,32029.0
University of Charleston,West Virginia,WV,Private,4 Year,9180.0,30900,40080,30900,40080,8.0,West-Virginia,44600.0,81900.0,51.0,4.0,3632.0
University of Chicago,Illinois,IL,Private,4 Year,16350.0,58230,74580,58230,74580,4.0,Illinois,64000.0,114200.0,41.0,22.0,25300.0
University of Cincinnati,Ohio,OH,Public,4 Year,11118.0,11000,22118,26334,37452,,,,,,,59707.0
University of Cincinnati: Blue Ash College,Ohio,OH,Public,2 Year,,6360,6360,15158,15158,,,,,,,
University of Cincinnati: Clermont College,Ohio,OH,Public,2 Year,,5316,5316,12548,12548,,,,,,,
University of Colorado Boulder,Colorado,CO,Public,4 Year,14418.0,12532,26950,37286,51704,3.0,Colorado,57800.0,109900.0,48.0,39.0,
University of Colorado Colorado Springs,Colorado,CO,Public,4 Year,10500.0,10463,20963,24893,35393,9.0,Colorado,52200.0,90900.0,53.0,21.0,
University of Colorado Denver,Colorado,CO,Public,4 Year,,11394,11394,32004,32004,,,,,,,
University of Connecticut,Connecticut,CT,Public,4 Year,12874.0,15730,28604,38098,50972,6.0,Connecticut,59100.0,105200.0,48.0,24.0,46155.0
University of Dallas,Texas,TX,Private,4 Year,12400.0,40652,53052,40652,53052,21.0,Texas,53000.0,96400.0,49.0,16.0,4591.0
University of Dayton,Ohio,OH,Private,4 Year,13580.0,42900,56480,42900,56480,4.0,Ohio,57400.0,105000.0,44.0,33.0,17775.0
University of Delaware,Delaware,DE,Public,4 Year,12862.0,13680,26542,34310,47172,1.0,Delaware,58600.0,105400.0,43.0,22.0,39762.0
University of Denver,Colorado,CO,Private,4 Year,13005.0,50556,63561,50556,63561,4.0,Colorado,55700.0,105100.0,48.0,12.0,20671.0
University of Detroit Mercy,Michigan,MI,Private,4 Year,9496.0,28000,37496,28000,37496,10.0,Michigan,51800.0,92800.0,57.0,13.0,8920.0
University of Dubuque,Iowa,IA,Private,4 Year,9930.0,34110,44040,34110,44040,21.0,Iowa,44200.0,79700.0,48.0,7.0,3536.0
University of Evansville,Indiana,IN,Private,4 Year,12460.0,36416,48876,36416,48876,11.0,Indiana,50300.0,89900.0,54.0,17.0,4247.0
University of Findlay,Ohio,OH,Private,4 Year,10000.0,34360,44360,34360,44360,,,,,,,
University of Florida,Florida,FL,Public,4 Year,10120.0,6381,16501,28658,38778,4.0,Florida,55800.0,102800.0,52.0,29.0,92543.0
University of Georgia,Georgia,GA,Public,4 Year,10038.0,11830,21868,30404,40442,3.0,Georgia,54400.0,100700.0,45.0,14.0,63900.0
University of Great Falls,Montana,MT,Private,4 Year,9200.0,25318,34518,25318,34518,,,,,,,2083.0
University of Hartford,Connecticut,CT,Private,4 Year,12476.0,40694,53170,40694,53170,7.0,Connecticut,55200.0,101600.0,53.0,15.0,12193.0
University of Hawaii at Hilo,Hawaii,HI,Public,4 Year,11406.0,7720,19126,20680,32086,5.0,Hawaii,44000.0,77200.0,59.0,14.0,9151.0
University of Hawaii at Manoa,Hawaii,HI,Public,4 Year,13689.0,11970,25659,34002,47691,3.0,Hawaii,51600.0,91600.0,56.0,18.0,
University of Hawaii: Hawaii Community College,Hawaii,HI,Public,2 Year,10418.0,3915,14333,10515,20933,,,,,,,
University of Hawaii: Honolulu Community College,Hawaii,HI,Public,2 Year,,3885,3885,10305,10305,,,,,,,
University of Hawaii: Kapiolani Community College,Hawaii,HI,Public,2 Year,,3915,3915,10335,10335,,,,,,,
University of Hawaii: Kauai Community College,Hawaii,HI,Public,2 Year,,3963,3963,10383,10383,,,,,,,
University of Hawaii: Leeward Community College,Hawaii,HI,Public,2 Year,,3915,3915,10335,10335,,,,,,,
University of Hawaii: Maui College,Hawaii,HI,Public,2 Year,,3989,3989,10409,10409,,,,,,,
University of Hawaii: West Oahu,Hawaii,HI,Public,4 Year,,7512,7512,20472,20472,,,,,,,
University of Hawaii: Windward Community College,Hawaii,HI,Public,2 Year,,3895,3895,10315,10315,,,,,,,
University of Holy Cross,Louisiana,LA,Private,4 Year,,17300,17300,17300,17300,13.0,Louisiana,48400.0,86300.0,69.0,3.0,
University of Houston,Texas,TX,Public,4 Year,10270.0,12506,22776,27956,38226,9.0,Texas,56000.0,103900.0,50.0,24.0,85745.0
University of Houston-Clear Lake,Texas,TX,Public,4 Year,,8500,8500,24731,24731,23.0,Texas,50700.0,94800.0,48.0,29.0,18014.0
University of Houston-Downtown,Texas,TX,Public,4 Year,,7832,7832,20282,20282,,,,,,,34079.0
University of Houston-Victoria,Texas,TX,Public,4 Year,8045.0,7970,16015,20420,28465,,,,,,,9898.0
University of Idaho,Idaho,ID,Public,4 Year,8880.0,7864,16744,25500,34380,1.0,Idaho,52300.0,97700.0,54.0,22.0,18923.0
University of Illinois at Chicago,Illinois,IL,Public,4 Year,12074.0,13764,25838,26980,39054,7.0,Illinois,56300.0,103800.0,48.0,31.0,56547.0
University of Illinois at Urbana-Champaign,Illinois,IL,Public,4 Year,11308.0,15094,26402,31664,42972,3.0,Illinois,62600.0,115300.0,44.0,36.0,78237.0
University of Illinois: Springfield,Illinois,IL,Public,4 Year,11660.0,11813,23473,21338,32998,,,,,,,
University of Indianapolis,Indiana,IN,Private,4 Year,10288.0,29688,39976,29688,39976,21.0,Indiana,47300.0,84500.0,55.0,5.0,9978.0
University of Iowa,Iowa,IA,Public,4 Year,11172.0,9267,20439,31233,42405,3.0,Iowa,54100.0,99400.0,48.0,16.0,49776.0
University of Jamestown,North Dakota,ND,Private,4 Year,7570.0,21976,29546,21976,29546,3.0,North-Dakota,47600.0,85400.0,64.0,11.0,1615.0
University of Kansas,Kansas,KS,Public,4 Year,10350.0,11148,21498,27358,37708,1.0,Kansas,53000.0,98600.0,52.0,16.0,46158.0
University of Kansas Medical Center,Kansas,KS,Public,4 Year,,11108,11108,27578,27578,,,,,,,
University of Kentucky,Kentucky,KY,Public,4 Year,12982.0,12245,25227,29099,42081,1.0,Kentucky,51700.0,96400.0,48.0,19.0,49301.0
University of La Verne,California,CA,Private,4 Year,12850.0,43050,55900,43050,55900,,,,,,,18348.0
University of Louisiana at Lafayette,Louisiana,LA,Public,4 Year,8516.0,10616,19132,24344,32860,5.0,Louisiana,48200.0,92500.0,52.0,19.0,31465.0
University of Louisiana at Monroe,Louisiana,LA,Public,4 Year,7850.0,8734,16584,20834,28684,5.0,Louisiana,48500.0,92500.0,65.0,7.0,16481.0
University of Louisville,Kentucky,KY,Public,4 Year,9226.0,11656,20882,27278,36504,5.0,Kentucky,49500.0,87600.0,50.0,18.0,37320.0
University of Lynchburg,Virginia,VA,Private,4 Year,10800.0,39530,50330,39530,50330,,,,,,,
University of Maine,Maine,ME,Public,4 Year,10418.0,11170,21588,30970,41388,5.0,Maine,52000.0,95000.0,50.0,24.0,18033.0
University of Maine at Augusta,Maine,ME,Public,4 Year,,7988,7988,17918,17918,12.0,Maine,41600.0,73100.0,61.0,7.0,8354.0
University of Maine at Farmington,Maine,ME,Public,4 Year,9726.0,9666,19392,19778,29504,13.0,Maine,41100.0,71700.0,64.0,5.0,3401.0
University of Maine at Fort Kent,Maine,ME,Public,4 Year,8220.0,8115,16335,12315,20535,11.0,Maine,43500.0,76300.0,73.0,5.0,2334.0
University of Maine at Machias,Maine,ME,Public,4 Year,8486.0,7840,16326,15100,23586,16.0,Maine,37100.0,66200.0,47.0,13.0,1444.0
University of Maine at Presque Isle,Maine,ME,Public,4 Year,8406.0,8035,16441,12235,20641,14.0,Maine,39000.0,70700.0,58.0,6.0,1954.0
University of Management and Technology,Virginia,VA,For Profit,4 Year,,9450,9450,9450,9450,,,,,,,
University of Mary,North Dakota,ND,Private,4 Year,6890.0,18720,25610,18720,25610,6.0,North-Dakota,46400.0,79100.0,64.0,3.0,4936.0
University of Mary Hardin-Baylor,Texas,TX,Private,4 Year,8446.0,28750,37196,28750,37196,,,,,,,7192.0
University of Mary Washington,Virginia,VA,Public,4 Year,11118.0,12188,23306,27434,38552,10.0,Virginia,54200.0,98200.0,49.0,17.0,
University of Maryland: Baltimore,Maryland,MD,Public,4 Year,,11033,11033,39267,39267,,,,,,,
University of Maryland: Baltimore County,Maryland,MD,Public,4 Year,11696.0,11778,23474,26872,38568,,,,,,,
University of Maryland: College Park,Maryland,MD,Public,4 Year,12429.0,10595,23024,35216,47645,,,,,,,
University of Maryland: Eastern Shore,Maryland,MD,Public,4 Year,9864.0,8302,18166,18508,28372,,,,,,,
University of Maryland: University College,Maryland,MD,Public,4 Year,,7416,7416,12336,12336,,,,,,,
